accession	altitude	assembly_quality	assembly_software	base_count	binning_software	bio_material	broker_name	cell_line	cell_type	center_name	checklist	collected_by	collection_date	collection_date_submitted	completeness_score	contamination_score	country	cram_index_aspera	cram_index_ftp	cram_index_galaxy	cultivar	culture_collection	depth	description	dev_stage	ecotype	elevation	environment_biome	environment_feature	environment_material	environmental_package	environmental_sample	experiment_accession	experiment_alias	experiment_title	experimental_factor	fastq_aspera	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_md5	first_created	first_public	germline	host	host_body_site	host_genotype	host_gravidity	host_growth_conditions	host_phenotype	host_sex	host_status	host_tax_id	identified_by	instrument_model	instrument_platform	investigation_type	isolate	isolation_source	last_updated	lat	library_construction_protocol	library_layout	library_name	library_selection	library_source	library_strategy	location	lon	mating_type	nominal_length	nominal_sdev	parent_study	ph	project_name	protocol_label	read_count	run_accession	run_alias	salinity	sample_accession	sample_alias	sample_capture_status	sample_collection	sample_description	sample_material	sample_title	sampling_campaign	sampling_platform	sampling_site	scientific_name	secondary_sample_accession	secondary_study_accession	sequencing_method	serotype	serovar	sex	specimen_voucher	sra_aspera	sra_bytes	sra_ftp	sra_galaxy	sra_md5	strain	study_accession	study_alias	study_title	sub_species	sub_strain	submission_accession	submission_tool	submitted_aspera	submitted_bytes	submitted_format	submitted_ftp	submitted_galaxy	submitted_host_sex	submitted_md5	submitted_sex	target_gene	tax_id	taxonomic_classification	taxonomic_identity_marker	temperature	tissue_lib	tissue_type	variety
SAMEA104303711				1439502900						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124029/19990_6#22.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124029/19990_6#22.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124029/19990_6#22.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2180881	SC_EXP_19990_6#22	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/009/ERR2124029/ERR2124029_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/009/ERR2124029/ERR2124029_2.fastq.gz	265194961;273994282	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/009/ERR2124029/ERR2124029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/009/ERR2124029/ERR2124029_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/009/ERR2124029/ERR2124029_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/009/ERR2124029/ERR2124029_2.fastq.gz	0dc52d1dc695e26846bdf08d2e161db2;9d752cc871f4e50c3d58a69659fc70f9	2017-09-15	2017-09-15	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN445639K:F3	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					19193372	ERR2124029	SC_RUN_19990_6#22		SAMEA104303711	bdcaae50-0617-11e6-bb80-3c4a9275d6c8			Human		Human				Homo sapiens	ERS1928689	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1097436		fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124029/19990_6#22.cram	412979911	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124029/19990_6#22.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124029/19990_6#22.cram		43ed1a3c7cdc017d4a01a93841ca359a			9606						
SAMEA104303712				1571249550						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124030/19990_6#23.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124030/19990_6#23.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124030/19990_6#23.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2180882	SC_EXP_19990_6#23	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/000/ERR2124030/ERR2124030_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/000/ERR2124030/ERR2124030_2.fastq.gz	291837228;292050101	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/000/ERR2124030/ERR2124030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/000/ERR2124030/ERR2124030_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/000/ERR2124030/ERR2124030_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/000/ERR2124030/ERR2124030_2.fastq.gz	7e4a25206d8974762bb2ff1658cf4f47;e65cfe04a6b31e279a30b05a8c09aef7	2017-09-15	2017-09-15	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN445639K:G3	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					20949994	ERR2124030	SC_RUN_19990_6#23		SAMEA104303712	bdd66e20-0617-11e6-bb80-3c4a9275d6c8			Human		Human				Homo sapiens	ERS1928690	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1097436		fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124030/19990_6#23.cram	444938992	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124030/19990_6#23.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124030/19990_6#23.cram		874f060d14124b64ff273f78c433eb47			9606						
SAMEA104303713				1577127000						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124031/19990_6#24.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124031/19990_6#24.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124031/19990_6#24.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2180883	SC_EXP_19990_6#24	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/001/ERR2124031/ERR2124031_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/001/ERR2124031/ERR2124031_2.fastq.gz	296229066;294203813	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/001/ERR2124031/ERR2124031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/001/ERR2124031/ERR2124031_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/001/ERR2124031/ERR2124031_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/001/ERR2124031/ERR2124031_2.fastq.gz	392da88801465f1a77fa36067566eddd;09a598f56306ccadbeddc1e25d482f22	2017-09-15	2017-09-15	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN445639K:H3	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					21028360	ERR2124031	SC_RUN_19990_6#24		SAMEA104303713	bde3b490-0617-11e6-bb80-3c4a9275d6c8			Human		Human				Homo sapiens	ERS1928691	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1097436		fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124031/19990_6#24.cram	453674615	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124031/19990_6#24.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124031/19990_6#24.cram		d2e06ec2e2bb46b30305f45761f21583			9606						
SAMEA104303708				1905931350						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124032/19990_7#13.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124032/19990_7#13.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124032/19990_7#13.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2180884	SC_EXP_19990_7#13	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/002/ERR2124032/ERR2124032_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/002/ERR2124032/ERR2124032_2.fastq.gz	339820519;344299290	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/002/ERR2124032/ERR2124032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/002/ERR2124032/ERR2124032_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/002/ERR2124032/ERR2124032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/002/ERR2124032/ERR2124032_2.fastq.gz	8a5eedbeedf8cbaf920580ae882d7126;0bb952be1c7090e12697b7c8962191de	2017-09-15	2017-09-15	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN445639K:E2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					25412418	ERR2124032	SC_RUN_19990_7#13		SAMEA104303708	bd644b60-0617-11e6-bb80-3c4a9275d6c8			Human		Human				Homo sapiens	ERS1928686	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1097436		fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124032/19990_7#13.cram	516881822	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124032/19990_7#13.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124032/19990_7#13.cram		b9e8e4fd16aa59b89dcac0e2de5cb79a			9606						
SAMEA104303709				1617916200						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124033/19990_7#14.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124033/19990_7#14.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124033/19990_7#14.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2180885	SC_EXP_19990_7#14	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/003/ERR2124033/ERR2124033_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/003/ERR2124033/ERR2124033_2.fastq.gz	290178899;298086049	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/003/ERR2124033/ERR2124033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/003/ERR2124033/ERR2124033_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/003/ERR2124033/ERR2124033_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/003/ERR2124033/ERR2124033_2.fastq.gz	53680705d46600faf6657eeff7e22b56;a6c3048fbb8fef2949657a59ac8ec9b0	2017-09-15	2017-09-15	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN445639K:F2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					21572216	ERR2124033	SC_RUN_19990_7#14		SAMEA104303709	bd6e0f60-0617-11e6-bb80-3c4a9275d6c8			Human		Human				Homo sapiens	ERS1928687	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1097436		fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124033/19990_7#14.cram	443912650	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124033/19990_7#14.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124033/19990_7#14.cram		f2547aa5d8c4fb9864dc414e1fc183d1			9606						
SAMEA104303710				1700976300						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124034/19990_7#15.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124034/19990_7#15.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124034/19990_7#15.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2180886	SC_EXP_19990_7#15	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/004/ERR2124034/ERR2124034_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/004/ERR2124034/ERR2124034_2.fastq.gz	303853677;314279222	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/004/ERR2124034/ERR2124034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/004/ERR2124034/ERR2124034_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/004/ERR2124034/ERR2124034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/004/ERR2124034/ERR2124034_2.fastq.gz	295268f6773ebfa2f844544be3968365;db30e8fc425521b06ebfe01036ba90f8	2017-09-15	2017-09-15	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN445639K:G2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					22679684	ERR2124034	SC_RUN_19990_7#15		SAMEA104303710	bd7b7ce0-0617-11e6-bb80-3c4a9275d6c8			Human		Human				Homo sapiens	ERS1928688	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1097436		fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124034/19990_7#15.cram	466253504	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124034/19990_7#15.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124034/19990_7#15.cram		af30476c094f78a405f779127e9e579a			9606						
SAMEA104303711				1447594200						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124035/19990_7#22.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124035/19990_7#22.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124035/19990_7#22.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2180887	SC_EXP_19990_7#22	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/005/ERR2124035/ERR2124035_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/005/ERR2124035/ERR2124035_2.fastq.gz	259078891;273050380	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/005/ERR2124035/ERR2124035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/005/ERR2124035/ERR2124035_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/005/ERR2124035/ERR2124035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/005/ERR2124035/ERR2124035_2.fastq.gz	4f67f3375abd5513e0ac5076741e7dbc;de487f76e44371af52a2658e3cf90b9c	2017-09-15	2017-09-15	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN445639K:F3	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					19301256	ERR2124035	SC_RUN_19990_7#22		SAMEA104303711	bdcaae50-0617-11e6-bb80-3c4a9275d6c8			Human		Human				Homo sapiens	ERS1928689	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1097436		fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124035/19990_7#22.cram	406147033	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124035/19990_7#22.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124035/19990_7#22.cram		02312c89a9c099cc4256059c5f3c4bf7			9606						
SAMEA104303712				1581467700						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124036/19990_7#23.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124036/19990_7#23.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124036/19990_7#23.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2180888	SC_EXP_19990_7#23	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/006/ERR2124036/ERR2124036_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/006/ERR2124036/ERR2124036_2.fastq.gz	285315193;291207219	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/006/ERR2124036/ERR2124036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/006/ERR2124036/ERR2124036_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/006/ERR2124036/ERR2124036_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/006/ERR2124036/ERR2124036_2.fastq.gz	316b1aae21ec3bd69b8a0d017119b8fe;c4e4d9157d128dc59253c9911f746e2f	2017-09-15	2017-09-15	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN445639K:G3	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					21086236	ERR2124036	SC_RUN_19990_7#23		SAMEA104303712	bdd66e20-0617-11e6-bb80-3c4a9275d6c8			Human		Human				Homo sapiens	ERS1928690	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1097436		fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124036/19990_7#23.cram	438465230	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124036/19990_7#23.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124036/19990_7#23.cram		6da04cbb2b1b86b4f1e9bf6faaa69c03			9606						
SAMEA104303713				1587094650						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124037/19990_7#24.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124037/19990_7#24.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124037/19990_7#24.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2180889	SC_EXP_19990_7#24	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/007/ERR2124037/ERR2124037_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/007/ERR2124037/ERR2124037_2.fastq.gz	289631774;293365187	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/007/ERR2124037/ERR2124037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/007/ERR2124037/ERR2124037_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/007/ERR2124037/ERR2124037_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/007/ERR2124037/ERR2124037_2.fastq.gz	44a8dd08beff299c6938acee75e8986b;34800755a633258f53ae07919e47ac6d	2017-09-15	2017-09-15	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN445639K:H3	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					21161262	ERR2124037	SC_RUN_19990_7#24		SAMEA104303713	bde3b490-0617-11e6-bb80-3c4a9275d6c8			Human		Human				Homo sapiens	ERS1928691	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1097436		fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124037/19990_7#24.cram	447183084	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124037/19990_7#24.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124037/19990_7#24.cram		c50b17e61534085d6e02bac5f8710f72			9606						
SAMEA104303708				1916814150						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124038/19990_8#13.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124038/19990_8#13.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124038/19990_8#13.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2180890	SC_EXP_19990_8#13	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/008/ERR2124038/ERR2124038_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/008/ERR2124038/ERR2124038_2.fastq.gz	340675474;350978186	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/008/ERR2124038/ERR2124038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/008/ERR2124038/ERR2124038_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/008/ERR2124038/ERR2124038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/008/ERR2124038/ERR2124038_2.fastq.gz	247596b3f5b2e39a11aeb127ccb4816d;86357a20d374be605b8967c478a25eec	2017-09-15	2017-09-15	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN445639K:E2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					25557522	ERR2124038	SC_RUN_19990_8#13		SAMEA104303708	bd644b60-0617-11e6-bb80-3c4a9275d6c8			Human		Human				Homo sapiens	ERS1928686	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1097436		fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124038/19990_8#13.cram	522129109	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124038/19990_8#13.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124038/19990_8#13.cram		782f27240fdec972d9b998cd9f1f9a8f			9606						
SAMEA104303709				1625846850						SC	ERC000011							fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124039/19990_8#14.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124039/19990_8#14.cram.crai	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124039/19990_8#14.cram.crai				Illumina HiSeq 2500 paired end sequencing								false	ERX2180891	SC_EXP_19990_8#14	Illumina HiSeq 2500 paired end sequencing		fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/009/ERR2124039/ERR2124039_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR212/009/ERR2124039/ERR2124039_2.fastq.gz	291235525;303638248	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/009/ERR2124039/ERR2124039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/009/ERR2124039/ERR2124039_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/009/ERR2124039/ERR2124039_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR212/009/ERR2124039/ERR2124039_2.fastq.gz	4e75f1f42a6209b0bb302d891ca5de7c;1fc1390a1384ecafb2c06ea3c3f02190	2017-09-15	2017-09-15	false											Illumina HiSeq 2500	ILLUMINA				2018-11-16		RNA-seq dUTP eukaryotic	PAIRED	DN445639K:F2	cDNA	TRANSCRIPTOMIC	RNA-Seq				200	0					21677958	ERR2124039	SC_RUN_19990_8#14		SAMEA104303709	bd6e0f60-0617-11e6-bb80-3c4a9275d6c8			Human		Human				Homo sapiens	ERS1928687	ERP104309												PRJEB22618	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__-sc-4959	SRPK1_is_a_therapeutic_vulnerability_in_acute_myeloid_leukemia_through_its_effects_on_isoform_choice_of_epigenetic_regulators__			ERA1097436		fasp.sra.ebi.ac.uk:/vol1/run/ERR212/ERR2124039/19990_8#14.cram	447773810	CRAM	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124039/19990_8#14.cram	ftp.sra.ebi.ac.uk/vol1/run/ERR212/ERR2124039/19990_8#14.cram		6c94b03cd91211fe43023b440179e60e			9606						
