File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF844HTQ	fastq	fastq		reads		ENCSR740WAG	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1399'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10898/'], '@type': ['Target', 'Item'], 'name': 'CPSF4-human', 'label': 'CPSF4', '@id': '/targets/CPSF4-human/', 'title': 'CPSF4 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '382b57a7-ebf8-4a70-be49-79cc1eb105b2', 'status': 'released'}				CPSF4-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-04	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	1	/files/ENCFF888NYR/			2382372488	Brenton Graveley, UConn	97d95fc6673a7f65f2d868ccc9eccb26	SRA:SRR22521580	https://www.encodeproject.org/files/ENCFF844HTQ/@@download/ENCFF844HTQ.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF345XFS/, /files/ENCFF287OZA/	released	s3://encode-public/2021/10/15/f1b7b9f9-5eca-4591-b807-3bc01d5c731e/ENCFF844HTQ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/15/f1b7b9f9-5eca-4591-b807-3bc01d5c731e/ENCFF844HTQ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF888NYR	fastq	fastq		reads		ENCSR740WAG	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1399'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10898/'], '@type': ['Target', 'Item'], 'name': 'CPSF4-human', 'label': 'CPSF4', '@id': '/targets/CPSF4-human/', 'title': 'CPSF4 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '382b57a7-ebf8-4a70-be49-79cc1eb105b2', 'status': 'released'}				CPSF4-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-04	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	2	/files/ENCFF844HTQ/			2460436009	Brenton Graveley, UConn	8b807ddbb8a039e5659b8cebea75b843	SRA:SRR22521580	https://www.encodeproject.org/files/ENCFF888NYR/@@download/ENCFF888NYR.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF307VBU/, /files/ENCFF580SJG/	released	s3://encode-public/2021/10/15/7d70a771-ebc0-4f64-be16-d952903b9b25/ENCFF888NYR.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/15/7d70a771-ebc0-4f64-be16-d952903b9b25/ENCFF888NYR.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF190MUK	fastq	fastq		reads		ENCSR740WAG	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-1399'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10898/'], '@type': ['Target', 'Item'], 'name': 'CPSF4-human', 'label': 'CPSF4', '@id': '/targets/CPSF4-human/', 'title': 'CPSF4 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '382b57a7-ebf8-4a70-be49-79cc1eb105b2', 'status': 'released'}				CPSF4-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-04	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	2	/files/ENCFF376WXG/			2864659534	Brenton Graveley, UConn	a4648dfa6b72f3b71f49989deb4f627d	SRA:SRR22521579	https://www.encodeproject.org/files/ENCFF190MUK/@@download/ENCFF190MUK.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF307VBU/, /files/ENCFF580SJG/	released	s3://encode-public/2021/10/15/86a6fb02-3832-4a7a-afb5-cc2d3258542d/ENCFF190MUK.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/15/86a6fb02-3832-4a7a-afb5-cc2d3258542d/ENCFF190MUK.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF208CFA	fastq	fastq		reads		ENCSR163RXI	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/9939/'], '@type': ['Target', 'Item'], 'name': 'RBM8A-human', 'label': 'RBM8A', '@id': '/targets/RBM8A-human/', 'title': 'RBM8A (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'e2f1063f-aa34-4594-9189-36391e0ddfcd', 'status': 'released'}				RBM8A-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2022-02-14	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	1	/files/ENCFF670GJO/			2355261539	Brenton Graveley, UConn	a49df077f77849729c35fac8d6ed6469	SRA:SRR22521266	https://www.encodeproject.org/files/ENCFF208CFA/@@download/ENCFF208CFA.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF670ZVO/, /files/ENCFF536IUO/	released	s3://encode-public/2022/02/02/0fdf5a77-2f6b-4a6d-9691-3e0c4602799c/ENCFF208CFA.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/02/0fdf5a77-2f6b-4a6d-9691-3e0c4602799c/ENCFF208CFA.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF698INM	fastq	fastq		reads		ENCSR163RXI	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/9939/'], '@type': ['Target', 'Item'], 'name': 'RBM8A-human', 'label': 'RBM8A', '@id': '/targets/RBM8A-human/', 'title': 'RBM8A (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'e2f1063f-aa34-4594-9189-36391e0ddfcd', 'status': 'released'}				RBM8A-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2022-02-14	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	1	/files/ENCFF049JUV/			2509376134	Brenton Graveley, UConn	03a65f5002489c739394e048c7afea85	SRA:SRR22521265	https://www.encodeproject.org/files/ENCFF698INM/@@download/ENCFF698INM.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF670ZVO/, /files/ENCFF536IUO/	released	s3://encode-public/2022/02/02/4f1e6408-490a-438e-9bd0-c242a1aa3dc7/ENCFF698INM.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/02/4f1e6408-490a-438e-9bd0-c242a1aa3dc7/ENCFF698INM.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF049JUV	fastq	fastq		reads		ENCSR163RXI	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/9939/'], '@type': ['Target', 'Item'], 'name': 'RBM8A-human', 'label': 'RBM8A', '@id': '/targets/RBM8A-human/', 'title': 'RBM8A (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'e2f1063f-aa34-4594-9189-36391e0ddfcd', 'status': 'released'}				RBM8A-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2022-02-14	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	2	/files/ENCFF698INM/			2624232350	Brenton Graveley, UConn	1ce6cd37cf525e20b6d7c7f8589ce924	SRA:SRR22521265	https://www.encodeproject.org/files/ENCFF049JUV/@@download/ENCFF049JUV.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF881UIX/, /files/ENCFF664FXS/	released	s3://encode-public/2022/02/02/48ea5095-1a18-4393-b3ae-0ae02a3de6b6/ENCFF049JUV.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/02/48ea5095-1a18-4393-b3ae-0ae02a3de6b6/ENCFF049JUV.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF670GJO	fastq	fastq		reads		ENCSR163RXI	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/9939/'], '@type': ['Target', 'Item'], 'name': 'RBM8A-human', 'label': 'RBM8A', '@id': '/targets/RBM8A-human/', 'title': 'RBM8A (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'e2f1063f-aa34-4594-9189-36391e0ddfcd', 'status': 'released'}				RBM8A-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2022-02-14	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	2	/files/ENCFF208CFA/			2466907962	Brenton Graveley, UConn	442395fa06674edbe17c331c29a37c98	SRA:SRR22521266	https://www.encodeproject.org/files/ENCFF670GJO/@@download/ENCFF670GJO.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF881UIX/, /files/ENCFF664FXS/	released	s3://encode-public/2022/02/02/a4bc4c27-8913-4c70-a5c5-e209a9765114/ENCFF670GJO.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2022/02/02/a4bc4c27-8913-4c70-a5c5-e209a9765114/ENCFF670GJO.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF477NYJ	fastq	fastq		reads		ENCSR307GHU	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['UniProtKB:Q9NX63'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/54927/'], '@type': ['Target', 'Item'], 'label': 'CHCHD3', 'title': 'CHCHD3 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '1cf1adb8-7375-484a-a883-4362ed23a40f', 'schema_version': '14', 'name': 'CHCHD3-human', '@id': '/targets/CHCHD3-human/', 'status': 'released'}				CHCHD3-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-19	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	1	/files/ENCFF647RRB/			2186481166	Brenton Graveley, UConn	ea3e1d133aa169316d40c3ea6082eccc	SRA:SRR22521524	https://www.encodeproject.org/files/ENCFF477NYJ/@@download/ENCFF477NYJ.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF522GAP/, /files/ENCFF004JQI/	released	s3://encode-public/2021/11/09/826407e4-435f-44f7-a2e5-a1c56ca38df6/ENCFF477NYJ.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/11/09/826407e4-435f-44f7-a2e5-a1c56ca38df6/ENCFF477NYJ.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF062SVC	fastq	fastq		reads		ENCSR307GHU	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['UniProtKB:Q9NX63'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/54927/'], '@type': ['Target', 'Item'], 'label': 'CHCHD3', 'title': 'CHCHD3 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '1cf1adb8-7375-484a-a883-4362ed23a40f', 'schema_version': '14', 'name': 'CHCHD3-human', '@id': '/targets/CHCHD3-human/', 'status': 'released'}				CHCHD3-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-19	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	1	/files/ENCFF146CRR/			1818256671	Brenton Graveley, UConn	0e440c2a41d40659dab9c72e8068f85c	SRA:SRR22521523	https://www.encodeproject.org/files/ENCFF062SVC/@@download/ENCFF062SVC.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF522GAP/, /files/ENCFF004JQI/	released	s3://encode-public/2021/11/09/be6d0f35-87fc-42f4-b864-92f8a739c7ce/ENCFF062SVC.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/11/09/be6d0f35-87fc-42f4-b864-92f8a739c7ce/ENCFF062SVC.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF146CRR	fastq	fastq		reads		ENCSR307GHU	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['UniProtKB:Q9NX63'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/54927/'], '@type': ['Target', 'Item'], 'label': 'CHCHD3', 'title': 'CHCHD3 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '1cf1adb8-7375-484a-a883-4362ed23a40f', 'schema_version': '14', 'name': 'CHCHD3-human', '@id': '/targets/CHCHD3-human/', 'status': 'released'}				CHCHD3-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-19	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	2	/files/ENCFF062SVC/			1899148276	Brenton Graveley, UConn	af475c5a7eba918524f9f56fbb320c48	SRA:SRR22521523	https://www.encodeproject.org/files/ENCFF146CRR/@@download/ENCFF146CRR.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF241JYN/, /files/ENCFF923YTY/	released	s3://encode-public/2021/11/09/5e7bbc7e-e5f8-465c-8f97-5f72842a6301/ENCFF146CRR.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/11/09/5e7bbc7e-e5f8-465c-8f97-5f72842a6301/ENCFF146CRR.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF647RRB	fastq	fastq		reads		ENCSR307GHU	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'dbxrefs': ['UniProtKB:Q9NX63'], 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/54927/'], '@type': ['Target', 'Item'], 'label': 'CHCHD3', 'title': 'CHCHD3 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '1cf1adb8-7375-484a-a883-4362ed23a40f', 'schema_version': '14', 'name': 'CHCHD3-human', '@id': '/targets/CHCHD3-human/', 'status': 'released'}				CHCHD3-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-19	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	2	/files/ENCFF477NYJ/			2291140281	Brenton Graveley, UConn	7ff841c3e89e1fe8d10def81fad02cbc	SRA:SRR22521524	https://www.encodeproject.org/files/ENCFF647RRB/@@download/ENCFF647RRB.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF241JYN/, /files/ENCFF923YTY/	released	s3://encode-public/2021/11/09/f0b2ddab-4352-4874-9bad-02c8ead2c85a/ENCFF647RRB.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/11/09/f0b2ddab-4352-4874-9bad-02c8ead2c85a/ENCFF647RRB.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF877KQI	fastq	fastq		reads		ENCSR076LFC	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8846/'], '@type': ['Target', 'Item'], 'name': 'ALKBH1-human', 'label': 'ALKBH1', '@id': '/targets/ALKBH1-human/', 'title': 'ALKBH1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '89cf1fd3-0e85-4322-b5c6-8043d0996a48', 'status': 'released'}				ALKBH1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-04	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	1	/files/ENCFF422WXX/			2464411199	Brenton Graveley, UConn	c8ea8c3370e97c1ebc8dcb8e566d6b65	SRA:SRR22521048	https://www.encodeproject.org/files/ENCFF877KQI/@@download/ENCFF877KQI.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF345XFS/, /files/ENCFF287OZA/	released	s3://encode-public/2021/10/15/c3c2824f-ec50-4084-843c-18f4f4bf93dc/ENCFF877KQI.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/15/c3c2824f-ec50-4084-843c-18f4f4bf93dc/ENCFF877KQI.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF422WXX	fastq	fastq		reads		ENCSR076LFC	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8846/'], '@type': ['Target', 'Item'], 'name': 'ALKBH1-human', 'label': 'ALKBH1', '@id': '/targets/ALKBH1-human/', 'title': 'ALKBH1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '89cf1fd3-0e85-4322-b5c6-8043d0996a48', 'status': 'released'}				ALKBH1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-04	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1	100		paired-ended	2	/files/ENCFF877KQI/			2550290885	Brenton Graveley, UConn	5cf526abd58c606cd174d67e5abed515	SRA:SRR22521048	https://www.encodeproject.org/files/ENCFF422WXX/@@download/ENCFF422WXX.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF307VBU/, /files/ENCFF580SJG/	released	s3://encode-public/2021/10/15/c2d22b18-12dc-486d-9b5f-c6ce604de443/ENCFF422WXX.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/15/c2d22b18-12dc-486d-9b5f-c6ce604de443/ENCFF422WXX.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF288NTH	fastq	fastq		reads		ENCSR076LFC	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8846/'], '@type': ['Target', 'Item'], 'name': 'ALKBH1-human', 'label': 'ALKBH1', '@id': '/targets/ALKBH1-human/', 'title': 'ALKBH1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '89cf1fd3-0e85-4322-b5c6-8043d0996a48', 'status': 'released'}				ALKBH1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-04	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	1	/files/ENCFF588OKX/			2308176237	Brenton Graveley, UConn	c34cd9b0b6ce0d548bda13ccb6125734	SRA:SRR22521049	https://www.encodeproject.org/files/ENCFF288NTH/@@download/ENCFF288NTH.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF345XFS/, /files/ENCFF287OZA/	released	s3://encode-public/2021/10/15/291312bc-1cea-4fb0-b18c-f5265e58af99/ENCFF288NTH.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/15/291312bc-1cea-4fb0-b18c-f5265e58af99/ENCFF288NTH.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
ENCFF588OKX	fastq	fastq		reads		ENCSR076LFC	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8846/'], '@type': ['Target', 'Item'], 'name': 'ALKBH1-human', 'label': 'ALKBH1', '@id': '/targets/ALKBH1-human/', 'title': 'ALKBH1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '89cf1fd3-0e85-4322-b5c6-8043d0996a48', 'status': 'released'}				ALKBH1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-11-04	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1	100		paired-ended	2	/files/ENCFF288NTH/			2387052153	Brenton Graveley, UConn	f87b80976d83c0102b0df9495dedaa12	SRA:SRR22521049	https://www.encodeproject.org/files/ENCFF588OKX/@@download/ENCFF588OKX.fastq.gz		Illumina NovaSeq 6000	/files/ENCFF307VBU/, /files/ENCFF580SJG/	released	s3://encode-public/2021/10/15/fec3ff5c-4438-4e3a-acbe-e13bdffe070f/ENCFF588OKX.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2021/10/15/fec3ff5c-4438-4e3a-acbe-e13bdffe070f/ENCFF588OKX.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing compliant biosample characterization		
