run_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
ERR2598333	ERP109002	SAMEA4690256	ERS2510439	ERX2614614	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	6099sTS.Human.Kidney.8ypb.Female_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	35458622	3581320822	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:6099sTS.Human.Kidney.8ypb.Female_s	E-MTAB-6814:6099sTS.Human.Kidney.8ypb.Female	1899576024	a476493b88b120cb65609d1079abcb3c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598333/ERR2598333.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2598333/ERR2598333.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598333/ERR2598333.fastq.gz	1751124158	01c1f03fe0e48eec18cc4967dd307ea8	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598333/6099sTS.Human.Kidney.8ypb.Female.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598333/6099sTS.Human.Kidney.8ypb.Female.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598333/6099sTS.Human.Kidney.8ypb.Female.fastq.gz	FASTQ	1379765110	fa5749f0db527833047d61b0d14566d0	ftp.sra.ebi.ac.uk/vol1/err/ERR259/003/ERR2598333	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/003/ERR2598333	ftp.sra.ebi.ac.uk/vol1/err/ERR259/003/ERR2598333	E-MTAB-6814:6099sTS.Human.Kidney.8ypb.Female	ArrayExpress	6099sTS.Human.Kidney.8ypb.Female		2018-05-25
ERR2598328	ERP109002	SAMEA4690251	ERS2510434	ERX2614609	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5537sTS.Human.Brain.8ypb.Male_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	23687506	2392438106	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5537sTS.Human.Brain.8ypb.Male_s	E-MTAB-6814:5537sTS.Human.Brain.8ypb.Male	1357799804	b9c5e70d8182819b30d2e727665e4940	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598328/ERR2598328.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2598328/ERR2598328.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598328/ERR2598328.fastq.gz	1262453417	17f16e01ad3ad58f2368d2fb6939fd57	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598328/5537sTS.Human.Brain.8ypb.Male.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598328/5537sTS.Human.Brain.8ypb.Male.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598328/5537sTS.Human.Brain.8ypb.Male.fastq.gz	FASTQ	907614528	62bdeee4b6fe2d8737c7dd509f065e64	ftp.sra.ebi.ac.uk/vol1/err/ERR259/008/ERR2598328	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/008/ERR2598328	ftp.sra.ebi.ac.uk/vol1/err/ERR259/008/ERR2598328	E-MTAB-6814:5537sTS.Human.Brain.8ypb.Male	ArrayExpress	5537sTS.Human.Brain.8ypb.Male		2018-05-25
ERR2598334	ERP109002	SAMEA4690257	ERS2510440	ERX2614615	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5513sTS.Human.Liver.7ypb.Male_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	24644517	2489096217	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5513sTS.Human.Liver.7ypb.Male_s	E-MTAB-6814:5513sTS.Human.Liver.7ypb.Male	1357418032	1a7ed3d1832c2a05a6e0054b2542bf31	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598334/ERR2598334.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2598334/ERR2598334.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598334/ERR2598334.fastq.gz	1255222047	d9222386749f4f83dea8b7416944b864	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598334/5513sTS.Human.Liver.7ypb.Male.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598334/5513sTS.Human.Liver.7ypb.Male.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598334/5513sTS.Human.Liver.7ypb.Male.fastq.gz	FASTQ	921870828	66509877baba18e8fbb8dde8717ef673	ftp.sra.ebi.ac.uk/vol1/err/ERR259/004/ERR2598334	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/004/ERR2598334	ftp.sra.ebi.ac.uk/vol1/err/ERR259/004/ERR2598334	E-MTAB-6814:5513sTS.Human.Liver.7ypb.Male	ArrayExpress	5513sTS.Human.Liver.7ypb.Male		2018-05-25
ERR2598329	ERP109002	SAMEA4690252	ERS2510435	ERX2614610	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5569sTS.Human.Brain.7ypb.Male_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	44770441	4521814541	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5569sTS.Human.Brain.7ypb.Male_s	E-MTAB-6814:5569sTS.Human.Brain.7ypb.Male	2459493813	ee8602c44b2b10838ca8d4ab8a2b08a3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2598329/ERR2598329.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2598329/ERR2598329.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2598329/ERR2598329.fastq.gz	2278330942	8719b50e31bf9f46b475a70eccc6199f	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598329/5569sTS.Human.Brain.7ypb.Male.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598329/5569sTS.Human.Brain.7ypb.Male.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598329/5569sTS.Human.Brain.7ypb.Male.fastq.gz	FASTQ	1703943366	01f2d50747279630dc57aceab53fac48	ftp.sra.ebi.ac.uk/vol1/err/ERR259/009/ERR2598329	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/009/ERR2598329	ftp.sra.ebi.ac.uk/vol1/err/ERR259/009/ERR2598329	E-MTAB-6814:5569sTS.Human.Brain.7ypb.Male	ArrayExpress	5569sTS.Human.Brain.7ypb.Male		2018-05-25
ERR2598336	ERP109002	SAMEA4690259	ERS2510442	ERX2614617	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5837sTS.Human.Brain.4ypb.Male_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	34844843	3519329143	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5837sTS.Human.Brain.4ypb.Male_s	E-MTAB-6814:5837sTS.Human.Brain.4ypb.Male	1774361007	472f40b4f4c06adb87cdc58543944804	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598336/ERR2598336.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2598336/ERR2598336.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598336/ERR2598336.fastq.gz	1633432481	1c08315c2dde6687bd414878bca8753e	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598336/5837sTS.Human.Brain.4ypb.Male.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598336/5837sTS.Human.Brain.4ypb.Male.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598336/5837sTS.Human.Brain.4ypb.Male.fastq.gz	FASTQ	1237630586	061ff545574c08a91b806b67c2ac5220	ftp.sra.ebi.ac.uk/vol1/err/ERR259/006/ERR2598336	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/006/ERR2598336	ftp.sra.ebi.ac.uk/vol1/err/ERR259/006/ERR2598336	E-MTAB-6814:5837sTS.Human.Brain.4ypb.Male	ArrayExpress	5837sTS.Human.Brain.4ypb.Male		2018-05-25
ERR2598330	ERP109002	SAMEA4690253	ERS2510436	ERX2614611	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5562sTS.Human.Cerebellum.8ypb.Male_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	29594665	2989061165	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5562sTS.Human.Cerebellum.8ypb.Male_s	E-MTAB-6814:5562sTS.Human.Cerebellum.8ypb.Male	1609909190	57a5f00d52c629328ed78ed65ec3ed31	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2598330/ERR2598330.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/000/ERR2598330/ERR2598330.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/000/ERR2598330/ERR2598330.fastq.gz	1490748109	77c11f8dad18887acc5f92e20deb6ca6	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598330/5562sTS.Human.Cerebellum.8ypb.Male.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598330/5562sTS.Human.Cerebellum.8ypb.Male.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598330/5562sTS.Human.Cerebellum.8ypb.Male.fastq.gz	FASTQ	1052498665	b81d08335a2195649d88bd2825f03598	ftp.sra.ebi.ac.uk/vol1/err/ERR259/000/ERR2598330	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/000/ERR2598330	ftp.sra.ebi.ac.uk/vol1/err/ERR259/000/ERR2598330	E-MTAB-6814:5562sTS.Human.Cerebellum.8ypb.Male	ArrayExpress	5562sTS.Human.Cerebellum.8ypb.Male		2018-05-25
ERR2598339	ERP109002	SAMEA4690262	ERS2510445	ERX2614620	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	6100sTS.Human.Heart.4ypb.Female_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	23967791	2420746891	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:6100sTS.Human.Heart.4ypb.Female_s	E-MTAB-6814:6100sTS.Human.Heart.4ypb.Female	1288622534	70b19b1a96d022a9b2665ac03cff2e7e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2598339/ERR2598339.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/009/ERR2598339/ERR2598339.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/009/ERR2598339/ERR2598339.fastq.gz	1188128854	febe80a58fae7311fa114321cbdd29b5	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598339/6100sTS.Human.Heart.4ypb.Female.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598339/6100sTS.Human.Heart.4ypb.Female.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598339/6100sTS.Human.Heart.4ypb.Female.fastq.gz	FASTQ	932307312	f6170c9e8e2935f43ac864bac05bd15c	ftp.sra.ebi.ac.uk/vol1/err/ERR259/009/ERR2598339	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/009/ERR2598339	ftp.sra.ebi.ac.uk/vol1/err/ERR259/009/ERR2598339	E-MTAB-6814:6100sTS.Human.Heart.4ypb.Female	ArrayExpress	6100sTS.Human.Heart.4ypb.Female		2018-05-25
ERR2598335	ERP109002	SAMEA4690258	ERS2510441	ERX2614616	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5543sTS.Human.Brain.2ypb.Female_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	57094910	5766585910	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5543sTS.Human.Brain.2ypb.Female_s	E-MTAB-6814:5543sTS.Human.Brain.2ypb.Female	3206385393	357edcfe886c5c27c55b662c0a7ea605	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2598335/ERR2598335.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/005/ERR2598335/ERR2598335.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/005/ERR2598335/ERR2598335.fastq.gz	2972305549	9871f0f38f16d6bd95d054ee746ff1f6	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598335/5543sTS.Human.Brain.2ypb.Female.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598335/5543sTS.Human.Brain.2ypb.Female.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598335/5543sTS.Human.Brain.2ypb.Female.fastq.gz	FASTQ	2145471503	850ba1e264b118b21cd41dc0b78599bd	ftp.sra.ebi.ac.uk/vol1/err/ERR259/005/ERR2598335	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/005/ERR2598335	ftp.sra.ebi.ac.uk/vol1/err/ERR259/005/ERR2598335	E-MTAB-6814:5543sTS.Human.Brain.2ypb.Female	ArrayExpress	5543sTS.Human.Brain.2ypb.Female		2018-05-25
ERR2598341	ERP109002	SAMEA4690264	ERS2510447	ERX2614622	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5846sTS.Human.Cerebellum.4ypb.Male_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	25005126	2525517726	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5846sTS.Human.Cerebellum.4ypb.Male_s	E-MTAB-6814:5846sTS.Human.Cerebellum.4ypb.Male	1441030758	2a06a8ce704bfa131ca0b611272f19cf	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2598341/ERR2598341.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/001/ERR2598341/ERR2598341.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/001/ERR2598341/ERR2598341.fastq.gz	1338749772	78f2e767cff5f7d053b99aa78044a1b0	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598341/5846sTS.Human.Cerebellum.4ypb.Male.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598341/5846sTS.Human.Cerebellum.4ypb.Male.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598341/5846sTS.Human.Cerebellum.4ypb.Male.fastq.gz	FASTQ	951720516	850db43c06270b648c3620e853c2ed0b	ftp.sra.ebi.ac.uk/vol1/err/ERR259/001/ERR2598341	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/001/ERR2598341	ftp.sra.ebi.ac.uk/vol1/err/ERR259/001/ERR2598341	E-MTAB-6814:5846sTS.Human.Cerebellum.4ypb.Male	ArrayExpress	5846sTS.Human.Cerebellum.4ypb.Male		2018-05-25
ERR2598337	ERP109002	SAMEA4690260	ERS2510443	ERX2614618	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5904sTS.Human.Brain.4ypb.Male_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	25644460	2590090460	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5904sTS.Human.Brain.4ypb.Male_s	E-MTAB-6814:5904sTS.Human.Brain.4ypb.Male	1332996721	c085643fc6856cd3500e776c83fd7c91	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598337/ERR2598337.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/007/ERR2598337/ERR2598337.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/007/ERR2598337/ERR2598337.fastq.gz	1227914293	dc0b724ce9c5a73772ee265154fdd1a8	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598337/5904sTS.Human.Brain.4ypb.Male.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598337/5904sTS.Human.Brain.4ypb.Male.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598337/5904sTS.Human.Brain.4ypb.Male.fastq.gz	FASTQ	899938471	3a5f4d85f8d6c3779a44a746c206b204	ftp.sra.ebi.ac.uk/vol1/err/ERR259/007/ERR2598337	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/007/ERR2598337	ftp.sra.ebi.ac.uk/vol1/err/ERR259/007/ERR2598337	E-MTAB-6814:5904sTS.Human.Brain.4ypb.Male	ArrayExpress	5904sTS.Human.Brain.4ypb.Male		2018-05-25
ERR2598343	ERP109002	SAMEA4690266	ERS2510449	ERX2614624	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	6101sTS.Human.Kidney.4ypb.Female_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	33006666	3333673266	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:6101sTS.Human.Kidney.4ypb.Female_s	E-MTAB-6814:6101sTS.Human.Kidney.4ypb.Female	1878808523	4f3af6c7868da5b2bd9c1a10b08435ac	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598343/ERR2598343.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/003/ERR2598343/ERR2598343.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/003/ERR2598343/ERR2598343.fastq.gz	1743761510	af53b7843b4da8821a3c91d07080d9e0	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598343/6101sTS.Human.Kidney.4ypb.Female.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598343/6101sTS.Human.Kidney.4ypb.Female.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598343/6101sTS.Human.Kidney.4ypb.Female.fastq.gz	FASTQ	1281933578	5b34d76f9fe4558c91bc09b0b4d4b0fa	ftp.sra.ebi.ac.uk/vol1/err/ERR259/003/ERR2598343	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/003/ERR2598343	ftp.sra.ebi.ac.uk/vol1/err/ERR259/003/ERR2598343	E-MTAB-6814:6101sTS.Human.Kidney.4ypb.Female	ArrayExpress	6101sTS.Human.Kidney.4ypb.Female		2018-05-25
ERR2598338	ERP109002	SAMEA4690261	ERS2510444	ERX2614619	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5839sTS.Human.Heart.2ypb.Male_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	13262802	1339543002	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5839sTS.Human.Heart.2ypb.Male_s	E-MTAB-6814:5839sTS.Human.Heart.2ypb.Male	717909925	88393b8ad7652403d27e5d5e10368c69	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598338/ERR2598338.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/008/ERR2598338/ERR2598338.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/008/ERR2598338/ERR2598338.fastq.gz	662744907	e1ef308c2487d15e15ec51a1b3343f25	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598338/5839sTS.Human.Heart.2ypb.Male.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598338/5839sTS.Human.Heart.2ypb.Male.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598338/5839sTS.Human.Heart.2ypb.Male.fastq.gz	FASTQ	484995127	5622844f001777e9ba25f6f64bd845cf	ftp.sra.ebi.ac.uk/vol1/err/ERR259/008/ERR2598338	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/008/ERR2598338	ftp.sra.ebi.ac.uk/vol1/err/ERR259/008/ERR2598338	E-MTAB-6814:5839sTS.Human.Heart.2ypb.Male	ArrayExpress	5839sTS.Human.Heart.2ypb.Male		2018-05-25
ERR2598344	ERP109002	SAMEA4690267	ERS2510450	ERX2614625	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5556sTS.Human.Liver.2ypb.Female_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	25045771	2529622871	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5556sTS.Human.Liver.2ypb.Female_s	E-MTAB-6814:5556sTS.Human.Liver.2ypb.Female	1366547178	31c8bfecc36f8e5ce5a5a9aca4a43858	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598344/ERR2598344.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/004/ERR2598344/ERR2598344.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/004/ERR2598344/ERR2598344.fastq.gz	1262804987	5210123f1ddb45fd1559d3d43a377297	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598344/5556sTS.Human.Liver.2ypb.Female.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598344/5556sTS.Human.Liver.2ypb.Female.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598344/5556sTS.Human.Liver.2ypb.Female.fastq.gz	FASTQ	922851783	dcfd3ecaade766128488618229a0095b	ftp.sra.ebi.ac.uk/vol1/err/ERR259/004/ERR2598344	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/004/ERR2598344	ftp.sra.ebi.ac.uk/vol1/err/ERR259/004/ERR2598344	E-MTAB-6814:5556sTS.Human.Liver.2ypb.Female	ArrayExpress	5556sTS.Human.Liver.2ypb.Female		2018-05-25
ERR2598346	ERP109002	SAMEA4690269	ERS2510452	ERX2614627	PRJEB26969	ERA1500097	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2500	5531sTS.Human.Brain.29ypb.Male_s		SINGLE	ssRNA-seq	TRANSCRIPTOMIC	PolyA	53053623	5358415923	University of Heidelberg	2019-02-18	2018-11-16	Illumina HiSeq 2500 sequencing: Human RNA-seq time-series of the development of seven major organs	Human RNA-seq time-series of the development of seven major organs	E-MTAB-6814	E-MTAB-6814:5531sTS.Human.Brain.29ypb.Male_s	E-MTAB-6814:5531sTS.Human.Brain.29ypb.Male	2980650746	d8c2a07c3f72303863dd27b570ad7c70	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598346/ERR2598346.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR259/006/ERR2598346/ERR2598346.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR259/006/ERR2598346/ERR2598346.fastq.gz	2770504475	2ac16bc0a33b792c806a93410f26824e	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598346/5531sTS.Human.Brain.29ypb.Male.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR259/ERR2598346/5531sTS.Human.Brain.29ypb.Male.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR259/ERR2598346/5531sTS.Human.Brain.29ypb.Male.fastq.gz	FASTQ	1978408018	b18d17c56c57b9b12295ab83e7ef46ff	ftp.sra.ebi.ac.uk/vol1/err/ERR259/006/ERR2598346	fasp.sra.ebi.ac.uk:/vol1/err/ERR259/006/ERR2598346	ftp.sra.ebi.ac.uk/vol1/err/ERR259/006/ERR2598346	E-MTAB-6814:5531sTS.Human.Brain.29ypb.Male	ArrayExpress	5531sTS.Human.Brain.29ypb.Male		2018-05-25
