study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_name	library_layout	library_strategy	library_source	library_selection	read_count	experiment_title	run_alias	fastq_bytes	fastq_ftp	submitted_ftp	sra_ftp	sample_alias	sample_title
PRJNA523380	SAMN10987959	SRS4395759	SRX5414778	SRR8615622	9606	Homo sapiens	RNASeq-HEC251_ENDOMETRIUM	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	82421481	Illumina HiSeq 2500 sequencing; RNAseq of HEC251_ENDOMETRIUM	G28878.HEC-251.3.bam	4690661056;4802961830	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615622/SRR8615622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615622/SRR8615622_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/002/SRR8615622	HEC251_ENDOMETRIUM	HEC251_ENDOMETRIUM
PRJNA523380	SAMN10987845	SRS4395758	SRX5414777	SRR8615623	9606	Homo sapiens	RNASeq-HEC265_ENDOMETRIUM	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	92542795	Illumina HiSeq 2500 sequencing; RNAseq of HEC265_ENDOMETRIUM	G28824.HEC-265.3.bam	5247293797;5372155240	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615623/SRR8615623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615623/SRR8615623_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/003/SRR8615623	HEC265_ENDOMETRIUM	HEC265_ENDOMETRIUM
PRJNA523380	SAMN10987760	SRS4395115	SRX5414776	SRR8615624	9606	Homo sapiens	RNASeq-ECC12_STOMACH	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	127697781	Illumina HiSeq 2500 sequencing; RNAseq of ECC12_STOMACH	G27392.ECC12.1.bam	8487021199;8239705608	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615624/SRR8615624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615624/SRR8615624_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/004/SRR8615624	ECC12_STOMACH	ECC12_STOMACH
PRJNA523380	SAMN10988108	SRS4395757	SRX5414775	SRR8615625	9606	Homo sapiens	RNASeq-HEC59_ENDOMETRIUM	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	79152520	Illumina HiSeq 2500 sequencing; RNAseq of HEC59_ENDOMETRIUM	G28871.HEC-59.3.bam	4540311327;4656272488	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615625/SRR8615625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615625/SRR8615625_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/005/SRR8615625	HEC59_ENDOMETRIUM	HEC59_ENDOMETRIUM
PRJNA523380	SAMN10987852	SRS4395756	SRX5414774	SRR8615626	9606	Homo sapiens	RNASeq-HEC6_ENDOMETRIUM	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	86186037	Illumina HiSeq 2500 sequencing; RNAseq of HEC6_ENDOMETRIUM	G28823.HEC-6.3.bam	4965583992;5086264022	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615626/SRR8615626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615626/SRR8615626_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/006/SRR8615626	HEC6_ENDOMETRIUM	HEC6_ENDOMETRIUM
PRJNA523380	SAMN10988406	SRS4395755	SRX5414773	SRR8615627	9606	Homo sapiens	RNASeq-HEKTE_KIDNEY	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	82347079	Illumina HiSeq 2500 sequencing; RNAseq of HEKTE_KIDNEY	G41787.HEK_TE.bam	5247772752;5177215388	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615627/SRR8615627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615627/SRR8615627_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/007/SRR8615627	HEKTE_KIDNEY	HEKTE_KIDNEY
PRJNA523380	SAMN10987842	SRS4395754	SRX5414772	SRR8615628	9606	Homo sapiens	RNASeq-HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	90949240	Illumina HiSeq 2500 sequencing; RNAseq of HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	G20492.HEL_92.1.7.2.bam	4986849221;5460151187	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615628/SRR8615628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615628/SRR8615628_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/008/SRR8615628	HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10989629	SRS4395753	SRX5414771	SRR8615629	9606	Homo sapiens	RNASeq-HELA_CERVIX	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	89674766	Illumina HiSeq 2500 sequencing; RNAseq of HELA_CERVIX	G41803.HeLa.bam	5699220882;5620506158	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615629/SRR8615629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615629/SRR8615629_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/009/SRR8615629	HELA_CERVIX	HELA_CERVIX
PRJNA523380	SAMN10987697	SRS4395752	SRX5414770	SRR8615630	9606	Homo sapiens	RNASeq-HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	86032776	Illumina HiSeq 2500 sequencing; RNAseq of HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	G28844.HEL.3.bam	4862601983;4975630682	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615630/SRR8615630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615630/SRR8615630_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/000/SRR8615630	HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10988489	SRS4395751	SRX5414769	SRR8615631	9606	Homo sapiens	RNASeq-DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	116992824	Illumina HiSeq 2500 sequencing; RNAseq of DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	G27375.DOHH-2.1.bam	7800330048;7652922785	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615631/SRR8615631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615631/SRR8615631_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/001/SRR8615631	DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10988451	SRS4395750	SRX5414768	SRR8615632	9606	Homo sapiens	RNASeq-DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	46458074	Illumina HiSeq 2500 sequencing; RNAseq of DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	G30595.DND-41.3.bam	2441198220;2644359331	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615632/SRR8615632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615632/SRR8615632_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/002/SRR8615632	DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	DND41_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10987724	SRS4395112	SRX5414767	SRR8615633	9606	Homo sapiens	RNASeq-ECC10_STOMACH	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	98953921	Illumina HiSeq 2500 sequencing; RNAseq of ECC10_STOMACH	G27350.ECC10.1.bam	6678242996;6544026254	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615633/SRR8615633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615633/SRR8615633_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/003/SRR8615633	ECC10_STOMACH	ECC10_STOMACH
PRJNA523380	SAMN10987674	SRS4395749	SRX5414766	SRR8615634	9606	Homo sapiens	RNASeq-EBC1_LUNG	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	111970807	Illumina HiSeq 2500 sequencing; RNAseq of EBC1_LUNG	G27327.EBC-1.1.bam	7470879168;7314117632	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615634/SRR8615634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615634/SRR8615634_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/004/SRR8615634	EBC1_LUNG	EBC1_LUNG
PRJNA523380	SAMN10987945	SRS4395748	SRX5414765	SRR8615635	9606	Homo sapiens	RNASeq-EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	101418654	Illumina HiSeq 2500 sequencing; RNAseq of EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	G41717.EB1.5.bam	5943499520;5894889141	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615635/SRR8615635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615635/SRR8615635_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/005/SRR8615635	EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
PRJNA523380	SAMN10988133	SRS4395113	SRX5414764	SRR8615636	9606	Homo sapiens	RNASeq-DV90_LUNG	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	103984009	Illumina HiSeq 2500 sequencing; RNAseq of DV90_LUNG	G27313.DV-90.1.bam	6972649431;6830830649	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615636/SRR8615636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615636/SRR8615636_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/006/SRR8615636	DV90_LUNG	DV90_LUNG
PRJNA523380	SAMN10988063	SRS4395747	SRX5414763	SRR8615637	9606	Homo sapiens	RNASeq-A2058_SKIN	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	99078229	Illumina HiSeq 2500 sequencing; RNAseq of A2058_SKIN	G26237.A2058.2.bam	6211215280;6222283127	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615637/SRR8615637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615637/SRR8615637_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/007/SRR8615637	A2058_SKIN	A2058_SKIN
PRJNA523380	SAMN10987802	SRS4395746	SRX5414762	SRR8615638	9606	Homo sapiens	RNASeq-A204_SOFT_TISSUE	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	71149540	Illumina HiSeq 2500 sequencing; RNAseq of A204_SOFT_TISSUE	G26235.A-204.2.bam	4454880845;4470709560	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615638/SRR8615638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615638/SRR8615638_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/008/SRR8615638	A204_SOFT_TISSUE	A204_SOFT_TISSUE
PRJNA523380	SAMN10988260	SRS4395185	SRX5414761	SRR8615639	9606	Homo sapiens	RNASeq-COLO679_SKIN	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	101689826	Illumina HiSeq 2500 sequencing; RNAseq of COLO679_SKIN	G27312.COLO-679.1.bam	6805101279;6671833331	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615639/SRR8615639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615639/SRR8615639_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/009/SRR8615639	COLO679_SKIN	COLO679_SKIN
PRJNA523380	SAMN10987800	SRS4395745	SRX5414760	SRR8615640	9606	Homo sapiens	RNASeq-PC14_LUNG	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	89553248	Illumina HiSeq 2500 sequencing; RNAseq of PC14_LUNG	G27293.PC-14.1.bam	5216707953;5188569963	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615640/SRR8615640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615640/SRR8615640_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/000/SRR8615640	PC14_LUNG	PC14_LUNG
PRJNA523380	SAMN10988356	SRS4395744	SRX5414759	SRR8615641	9606	Homo sapiens	RNASeq-PC3_PROSTATE	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	71036004	Illumina HiSeq 2500 sequencing; RNAseq of PC3_PROSTATE	G27214.PC-3.1.bam	4155824298;4122833091	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615641/SRR8615641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615641/SRR8615641_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/001/SRR8615641	PC3_PROSTATE	PC3_PROSTATE
PRJNA523380	SAMN10988199	SRS4395743	SRX5414758	SRR8615642	9606	Homo sapiens	RNASeq-786O_KIDNEY	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	76997601	Illumina HiSeq 2500 sequencing; RNAseq of 786O_KIDNEY	G20495.786-O.2.bam	4250760960;4666158247	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615642/SRR8615642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615642/SRR8615642_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/002/SRR8615642	786O_KIDNEY	786O_KIDNEY
PRJNA523380	SAMN10988198	SRS4395742	SRX5414757	SRR8615643	9606	Homo sapiens	RNASeq-769P_KIDNEY	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	81825331	Illumina HiSeq 2500 sequencing; RNAseq of 769P_KIDNEY	G27222.769-P.1.bam	4749092161;4726503357	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615643/SRR8615643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615643/SRR8615643_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/003/SRR8615643	769P_KIDNEY	769P_KIDNEY
PRJNA523380	SAMN10988556	SRS4395741	SRX5414756	SRR8615644	9606	Homo sapiens	RNASeq-8505C_THYROID	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	68476357	Illumina HiSeq 2500 sequencing; RNAseq of 8505C_THYROID	G27209.8505C.1.bam	4006304579;3982088666	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615644/SRR8615644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615644/SRR8615644_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/004/SRR8615644	8505C_THYROID	8505C_THYROID
PRJNA523380	SAMN10988447	SRS4395740	SRX5414755	SRR8615645	9606	Homo sapiens	RNASeq-8305C_THYROID	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	83732897	Illumina HiSeq 2500 sequencing; RNAseq of 8305C_THYROID	G27210.8305C.1.bam	4846934365;4822510089	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615645/SRR8615645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615645/SRR8615645_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/005/SRR8615645	8305C_THYROID	8305C_THYROID
PRJNA523380	SAMN10988170	SRS4395739	SRX5414754	SRR8615646	9606	Homo sapiens	RNASeq-A101D_SKIN	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	88564344	Illumina HiSeq 2500 sequencing; RNAseq of A101D_SKIN	G27228.A101D.1.bam	5183811619;5159586298	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615646/SRR8615646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615646/SRR8615646_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/006/SRR8615646	A101D_SKIN	A101D_SKIN
PRJNA523380	SAMN10988303	SRS4395738	SRX5414753	SRR8615647	9606	Homo sapiens	RNASeq-8MGBA_CENTRAL_NERVOUS_SYSTEM	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	93665099	Illumina HiSeq 2500 sequencing; RNAseq of 8MGBA_CENTRAL_NERVOUS_SYSTEM	G41701.8-MG-BA.5.bam	5536433443;5501399958	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615647/SRR8615647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615647/SRR8615647_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/007/SRR8615647	8MGBA_CENTRAL_NERVOUS_SYSTEM	8MGBA_CENTRAL_NERVOUS_SYSTEM
PRJNA523380	SAMN10988258	SRS4395737	SRX5414752	SRR8615648	9606	Homo sapiens	RNASeq-A172_CENTRAL_NERVOUS_SYSTEM	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	80421857	Illumina HiSeq 2500 sequencing; RNAseq of A172_CENTRAL_NERVOUS_SYSTEM	G26175.A172.2.bam	5020882804;5019521023	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615648/SRR8615648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615648/SRR8615648_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/008/SRR8615648	A172_CENTRAL_NERVOUS_SYSTEM	A172_CENTRAL_NERVOUS_SYSTEM
PRJNA523380	SAMN10988410	SRS4395736	SRX5414751	SRR8615649	9606	Homo sapiens	RNASeq-A1207_CENTRAL_NERVOUS_SYSTEM	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	62266987	Illumina HiSeq 2500 sequencing; RNAseq of A1207_CENTRAL_NERVOUS_SYSTEM	G41775.A1207.bam	3988715240;3934857873	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615649/SRR8615649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615649/SRR8615649_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/009/SRR8615649	A1207_CENTRAL_NERVOUS_SYSTEM	A1207_CENTRAL_NERVOUS_SYSTEM
PRJNA523380	SAMN10987958	SRS4395735	SRX5414750	SRR8615650	9606	Homo sapiens	RNASeq-SNU475_LIVER	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	84837053	Illumina HiSeq 2500 sequencing; RNAseq of SNU475_LIVER	G27212.SNU-475.1.bam	5024436820;4989799118	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615650/SRR8615650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/000/SRR8615650/SRR8615650_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/000/SRR8615650	SNU475_LIVER	SNU475_LIVER
PRJNA523380	SAMN10988084	SRS4395734	SRX5414749	SRR8615651	9606	Homo sapiens	RNASeq-SNU478_BILIARY_TRACT	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	84887332	Illumina HiSeq 2500 sequencing; RNAseq of SNU478_BILIARY_TRACT	G27456.SNU-478.2.bam	5370368371;5436952228	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615651/SRR8615651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/001/SRR8615651/SRR8615651_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/001/SRR8615651	SNU478_BILIARY_TRACT	SNU478_BILIARY_TRACT
PRJNA523380	SAMN10988061	SRS4395733	SRX5414748	SRR8615652	9606	Homo sapiens	RNASeq-SNU489_CENTRAL_NERVOUS_SYSTEM	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	97457181	Illumina HiSeq 2500 sequencing; RNAseq of SNU489_CENTRAL_NERVOUS_SYSTEM	G27462.SNU-489.2.bam	6086605230;6172167203	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615652/SRR8615652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/002/SRR8615652/SRR8615652_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/002/SRR8615652	SNU489_CENTRAL_NERVOUS_SYSTEM	SNU489_CENTRAL_NERVOUS_SYSTEM
PRJNA523380	SAMN10988087	SRS4395230	SRX5414747	SRR8615653	9606	Homo sapiens	RNASeq-SNU503_LARGE_INTESTINE	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	88844891	Illumina HiSeq 2500 sequencing; RNAseq of SNU503_LARGE_INTESTINE	G27468.SNU-503.2.bam	5615595320;5692882481	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615653/SRR8615653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/003/SRR8615653/SRR8615653_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/003/SRR8615653	SNU503_LARGE_INTESTINE	SNU503_LARGE_INTESTINE
PRJNA523380	SAMN10987943	SRS4395732	SRX5414746	SRR8615654	9606	Homo sapiens	RNASeq-SNU423_LIVER	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	77019103	Illumina HiSeq 2500 sequencing; RNAseq of SNU423_LIVER	G27216.SNU-423.1.bam	4523419915;4494565805	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615654/SRR8615654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/004/SRR8615654/SRR8615654_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/004/SRR8615654	SNU423_LIVER	SNU423_LIVER
PRJNA523380	SAMN10987611	SRS4395731	SRX5414745	SRR8615655	9606	Homo sapiens	RNASeq-SNU449_LIVER	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	105569903	Illumina HiSeq 2500 sequencing; RNAseq of SNU449_LIVER	G27513.SNU-449.2.bam	6641054422;6733237308	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615655/SRR8615655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/005/SRR8615655/SRR8615655_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/005/SRR8615655	SNU449_LIVER	SNU449_LIVER
PRJNA523380	SAMN10988076	SRS4395730	SRX5414744	SRR8615656	9606	Homo sapiens	RNASeq-SNU466_CENTRAL_NERVOUS_SYSTEM	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	89505529	Illumina HiSeq 2500 sequencing; RNAseq of SNU466_CENTRAL_NERVOUS_SYSTEM	G27504.SNU-466.2.bam	5622898558;5700501208	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615656/SRR8615656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/006/SRR8615656/SRR8615656_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/006/SRR8615656	SNU466_CENTRAL_NERVOUS_SYSTEM	SNU466_CENTRAL_NERVOUS_SYSTEM
PRJNA523380	SAMN10988080	SRS4395231	SRX5414743	SRR8615657	9606	Homo sapiens	RNASeq-SNU46_UPPER_AERODIGESTIVE_TRACT	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	79048836	Illumina HiSeq 2500 sequencing; RNAseq of SNU46_UPPER_AERODIGESTIVE_TRACT	G35069.SNU-46.bam	4288026306;4370296635	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615657/SRR8615657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/007/SRR8615657/SRR8615657_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/007/SRR8615657	SNU46_UPPER_AERODIGESTIVE_TRACT	SNU46_UPPER_AERODIGESTIVE_TRACT
PRJNA523380	SAMN10987747	SRS4395229	SRX5414742	SRR8615658	9606	Homo sapiens	RNASeq-SNU520_STOMACH	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	106575480	Illumina HiSeq 2500 sequencing; RNAseq of SNU520_STOMACH	G27461.SNU-520.2.bam	6713512078;6804180698	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615658/SRR8615658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/008/SRR8615658/SRR8615658_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/008/SRR8615658	SNU520_STOMACH	SNU520_STOMACH
PRJNA523380	SAMN10987957	SRS4395228	SRX5414741	SRR8615659	9606	Homo sapiens	RNASeq-SNU5_STOMACH	PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	110758710	Illumina HiSeq 2500 sequencing; RNAseq of SNU5_STOMACH	G27508.SNU-5.2.bam	6933234454;7029728969	ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615659/SRR8615659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR861/009/SRR8615659/SRR8615659_2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/srr/SRR861/009/SRR8615659	SNU5_STOMACH	SNU5_STOMACH
