accession	altitude	assembly_quality	assembly_software	base_count	binning_software	bio_material	broker_name	cell_line	cell_type	center_name	checklist	collected_by	collection_date	collection_date_submitted	completeness_score	contamination_score	country	cram_index_aspera	cram_index_ftp	cram_index_galaxy	cultivar	culture_collection	depth	description	dev_stage	ecotype	elevation	environment_biome	environment_feature	environment_material	environmental_package	environmental_sample	experiment_accession	experiment_alias	experiment_title	experimental_factor	fastq_aspera	fastq_bytes	fastq_ftp	fastq_galaxy	fastq_md5	first_created	first_public	germline	host	host_body_site	host_genotype	host_gravidity	host_growth_conditions	host_phenotype	host_sex	host_status	host_tax_id	identified_by	instrument_model	instrument_platform	investigation_type	isolate	isolation_source	last_updated	lat	library_construction_protocol	library_layout	library_name	library_selection	library_source	library_strategy	location	lon	mating_type	nominal_length	nominal_sdev	parent_study	ph	project_name	protocol_label	read_count	run_accession	run_alias	salinity	sample_accession	sample_alias	sample_capture_status	sample_collection	sample_description	sample_material	sample_title	replicate	developmental_stage	cell_type_name	cell_line_name	condition	timepoint	timepoint_units	sampling_campaign	sampling_platform	sampling_site	scientific_name	secondary_sample_accession	secondary_study_accession	sequencing_method	serotype	serovar	sex	specimen_voucher	sra_aspera	sra_bytes	sra_ftp	sra_galaxy	sra_md5	strain	study_accession	study_alias	study_title	sub_species	sub_strain	submission_accession	submission_tool	submitted_aspera	submitted_bytes	submitted_format	submitted_ftp	submitted_galaxy	submitted_host_sex	submitted_md5	submitted_sex	target_gene	tax_id	taxonomic_classification	taxonomic_identity_marker	temperature	tissue_lib	tissue_type	variety
SAMN13618537				9190283708				165-B-6X	RENEW	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: RENEW								FALSE	SRX7413866	R16-698_H7V3JBBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: RENEW		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/061/SRR10738361/SRR10738361_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/061/SRR10738361/SRR10738361_2.fastq.gz	2251850806;2410606758	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/061/SRR10738361/SRR10738361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/061/SRR10738361/SRR10738361_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/061/SRR10738361/SRR10738361_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/061/SRR10738361/SRR10738361_2.fastq.gz	1d1535b7e10512e3047e360c00635e90;c1065bf57409a0a036121d4f999d387b	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		165-B-6X		12/20/19			PAIRED	R16-698_H7V3JBBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										45496454	SRR10738361	R16-698_H7V3JBBXX_S11_L002_R1_001.fastq.gz		SAMN13618537	R16-698_H7V3JBBXX			R16-698		R16-698				RENEW	iPSC						Homo sapiens	SRS5860737	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/061/SRR10738361	3457470934	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/061/SRR10738361	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/061/SRR10738361	49667097e561c4b1294da0e6d5858752		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618488				9899933140				90-A-5	ROSETTE	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ROSETTE								FALSE	SRX7413967	R16-097_H5TJTBBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ROSETTE		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/060/SRR10738260/SRR10738260_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/060/SRR10738260/SRR10738260_2.fastq.gz	2362429609;2644655421	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/060/SRR10738260/SRR10738260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/060/SRR10738260/SRR10738260_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/060/SRR10738260/SRR10738260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/060/SRR10738260/SRR10738260_2.fastq.gz	ddf4ca2110093c94808a041b35335265;c3c7af6a955ec71ebcbe4d12adbeb8f0	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		90-A-5		12/20/19			PAIRED	R16-097_H5TJTBBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										49009570	SRR10738260	R16-097_H5TJTBBXX_S21_L004_R1_001.fastq.gz		SAMN13618488	R16-097_H5TJTBBXX			R16-097		R16-097				ROSETTE	ROSETTE						Homo sapiens	SRS5860836	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/060/SRR10738260	3857687368	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/060/SRR10738260	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/060/SRR10738260	ad6728137497fcfbbcaf45f226403761		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618486				8433487476				90-A-10	ROSETTE	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ROSETTE								FALSE	SRX7413965	R16-095_H5TJTBBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ROSETTE		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/062/SRR10738262/SRR10738262_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/062/SRR10738262/SRR10738262_2.fastq.gz	2015326895;2204056289	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/062/SRR10738262/SRR10738262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/062/SRR10738262/SRR10738262_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/062/SRR10738262/SRR10738262_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/062/SRR10738262/SRR10738262_2.fastq.gz	4d978242607d8463d50fcb2d85099cdb;b347d91fd82649b2aacf53a82b1d87aa	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		90-A-10		12/20/19			PAIRED	R16-095_H5TJTBBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										41749938	SRR10738262	R16-095_H5TJTBBXX_S46_L008_R1_001.fastq.gz		SAMN13618486	R16-095_H5TJTBBXX			R16-095		R16-095				ROSETTE	ROSETTE						Homo sapiens	SRS5860834	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/062/SRR10738262	3089205023	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/062/SRR10738262	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/062/SRR10738262	21ded0cade9cb953d654fb22387349b7		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618485				11572354972				90-A-10	ROSETTE	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ROSETTE								FALSE	SRX7413963	R16-094_H5TJTBBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ROSETTE		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/064/SRR10738264/SRR10738264_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/064/SRR10738264/SRR10738264_2.fastq.gz	2849119671;3141179924	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/064/SRR10738264/SRR10738264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/064/SRR10738264/SRR10738264_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/064/SRR10738264/SRR10738264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/064/SRR10738264/SRR10738264_2.fastq.gz	177c3c78bdb7689a1bb15c7acba289cf;3200fa96bc51608eb04032527e816fe2	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		90-A-10		12/20/19			PAIRED	R16-094_H5TJTBBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										57288886	SRR10738264	R16-094_H5TJTBBXX_S40_L007_R1_001.fastq.gz		SAMN13618485	R16-094_H5TJTBBXX			R16-094		R16-094				ROSETTE	ROSETTE						Homo sapiens	SRS5860832	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/064/SRR10738264	4482314525	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/064/SRR10738264	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/064/SRR10738264	ea859aa2d8c2f3f2418315fa479caece		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618482				10284974430				66-A-9	ROSETTE	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ROSETTE								FALSE	SRX7413960	R16-091_H5TJTBBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ROSETTE		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/067/SRR10738267/SRR10738267_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/067/SRR10738267/SRR10738267_2.fastq.gz	2474784001;2712428067	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/067/SRR10738267/SRR10738267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/067/SRR10738267/SRR10738267_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/067/SRR10738267/SRR10738267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/067/SRR10738267/SRR10738267_2.fastq.gz	dffddc07d5d9e248c685da8323e585b8;8ddd30b0c74d135b02bb524bc440c4a6	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		66-A-9		12/20/19			PAIRED	R16-091_H5TJTBBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										50915715	SRR10738267	R16-091_H5TJTBBXX_S47_L008_R1_001.fastq.gz		SAMN13618482	R16-091_H5TJTBBXX			R16-091		R16-091				ROSETTE	ROSETTE						Homo sapiens	SRS5860830	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/067/SRR10738267	3804237003	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/067/SRR10738267	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/067/SRR10738267	4cfcec9cf8f9dfd21262ed9b58c0f353		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618481				12680363150				66-A-9	ROSETTE	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ROSETTE								FALSE	SRX7413959	R16-090_H5TJTBBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ROSETTE		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/068/SRR10738268/SRR10738268_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/068/SRR10738268/SRR10738268_2.fastq.gz	3023918903;3423700554	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/068/SRR10738268/SRR10738268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/068/SRR10738268/SRR10738268_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/068/SRR10738268/SRR10738268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/068/SRR10738268/SRR10738268_2.fastq.gz	84832e84fda838c57554859e511e209c;81388905cd32c09c1daf68bbe3fb5067	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		66-A-9		12/20/19			PAIRED	R16-090_H5TJTBBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										62774075	SRR10738268	R16-090_H5TJTBBXX_S42_L007_R1_001.fastq.gz		SAMN13618481	R16-090_H5TJTBBXX			R16-090		R16-090				ROSETTE	ROSETTE						Homo sapiens	SRS5860828	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/068/SRR10738268	4763975673	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/068/SRR10738268	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/068/SRR10738268	daf0ae4e73c5b5adb350a978df858530		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618490				10925643084				66-A-3	ROSETTE	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ROSETTE								FALSE	SRX7413969	R16-099_H5TJTBBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ROSETTE		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/058/SRR10738258/SRR10738258_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/058/SRR10738258/SRR10738258_2.fastq.gz	2819868339;3019647501	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/058/SRR10738258/SRR10738258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/058/SRR10738258/SRR10738258_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/058/SRR10738258/SRR10738258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/058/SRR10738258/SRR10738258_2.fastq.gz	b862a1d1cda0ef6425387449a666e86e;eeb5daa8cb2523b16ea29ace2fa83288	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		66-A-3		12/20/19			PAIRED	R16-099_H5TJTBBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										54087342	SRR10738258	R16-099_H5TJTBBXX_S10_L002_R1_001.fastq.gz		SAMN13618490	R16-099_H5TJTBBXX			R16-099		R16-099				ROSETTE	ROSETTE						Homo sapiens	SRS5860839	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/058/SRR10738258	4396741565	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/058/SRR10738258	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/058/SRR10738258	11e0612e32fa3ee207a6555f03e8e371		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618487				12584927644				21-B-9	ROSETTE	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ROSETTE								FALSE	SRX7413966	R16-096_H5TJTBBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ROSETTE		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/061/SRR10738261/SRR10738261_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/061/SRR10738261/SRR10738261_2.fastq.gz	3101476213;3527033223	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/061/SRR10738261/SRR10738261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/061/SRR10738261/SRR10738261_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/061/SRR10738261/SRR10738261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/061/SRR10738261/SRR10738261_2.fastq.gz	406c0c65a9086f78dde9b3c5b522fc86;945f9c14f24cb04f7baa324b63eeb692	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		21-B-9		12/20/19			PAIRED	R16-096_H5TJTBBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										62301622	SRR10738261	R16-096_H5TJTBBXX_S1_L001_R1_001.fastq.gz		SAMN13618487	R16-096_H5TJTBBXX			R16-096		R16-096				ROSETTE	ROSETTE						Homo sapiens	SRS5860835	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/061/SRR10738261	4817864426	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/061/SRR10738261	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/061/SRR10738261	db3d0b700e0e82a3d52de69000685be6		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618489				12804969274				21-B-8	ROSETTE	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ROSETTE								FALSE	SRX7413968	R16-098_H5TJTBBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ROSETTE		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/059/SRR10738259/SRR10738259_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/059/SRR10738259/SRR10738259_2.fastq.gz	3309114511;3625651095	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/059/SRR10738259/SRR10738259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/059/SRR10738259/SRR10738259_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/059/SRR10738259/SRR10738259_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/059/SRR10738259/SRR10738259_2.fastq.gz	010952ab095db61c9cede35a493b8a39;9f779e45edd0200a1480ad83ff0c3efe	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		21-B-8		12/20/19			PAIRED	R16-098_H5TJTBBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										63390937	SRR10738259	R16-098_H5TJTBBXX_S30_L005_R1_001.fastq.gz		SAMN13618489	R16-098_H5TJTBBXX			R16-098		R16-098				ROSETTE	ROSETTE						Homo sapiens	SRS5860837	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/059/SRR10738259	5168591764	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/059/SRR10738259	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/059/SRR10738259	f07ad23d32b66ea9384b3896214c3a46		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618549				8628792388				21-B-3	ROSETTE	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ROSETTE								FALSE	SRX7413879	R16-865_H7VHFBBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ROSETTE		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/048/SRR10738348/SRR10738348_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/048/SRR10738348/SRR10738348_2.fastq.gz	2144649283;2321601891	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/048/SRR10738348/SRR10738348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/048/SRR10738348/SRR10738348_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/048/SRR10738348/SRR10738348_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/048/SRR10738348/SRR10738348_2.fastq.gz	5a4126cc9e96bd7caa0143cd2b291a70;2aa1a614f7795a3fbac6870d0f946eb3	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		21-B-3		12/20/19			PAIRED	R16-865_H7VHFBBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										42716794	SRR10738348	R16-865_H7VHFBBXX_S28_L004_R1_001.fastq.gz		SAMN13618549	R16-865_H7VHFBBXX			R16-865		R16-865				ROSETTE	ROSETTE						Homo sapiens	SRS5860746	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/048/SRR10738348	3222884539	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/048/SRR10738348	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/048/SRR10738348	70cdb3ce3ac55463e68e58ece0021b17		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618484				13679582410				165-B-8X	ROSETTE	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ROSETTE								FALSE	SRX7413962	R16-093_H5TJTBBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ROSETTE		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/065/SRR10738265/SRR10738265_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/065/SRR10738265/SRR10738265_2.fastq.gz	3388094367;3868483035	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/065/SRR10738265/SRR10738265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/065/SRR10738265/SRR10738265_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/065/SRR10738265/SRR10738265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/065/SRR10738265/SRR10738265_2.fastq.gz	f40eea0f01fa453a8ced2910cf7c9b29;e28936fdc4dde4ca02d9fe946d699ab6	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		165-B-8X		12/20/19			PAIRED	R16-093_H5TJTBBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										67720705	SRR10738265	R16-093_H5TJTBBXX_S15_L003_R1_001.fastq.gz		SAMN13618484	R16-093_H5TJTBBXX			R16-093		R16-093				ROSETTE	ROSETTE						Homo sapiens	SRS5860829	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/065/SRR10738265	5256468775	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/065/SRR10738265	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/065/SRR10738265	eeeed5b6f2978a17896c665664560e97		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618483				12207357728				165-B-8X	ROSETTE	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ROSETTE								FALSE	SRX7413961	R16-092_H5TJTBBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ROSETTE		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/066/SRR10738266/SRR10738266_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/066/SRR10738266/SRR10738266_2.fastq.gz	3009945561;3423971392	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/066/SRR10738266/SRR10738266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/066/SRR10738266/SRR10738266_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/066/SRR10738266/SRR10738266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/066/SRR10738266/SRR10738266_2.fastq.gz	00c3d534f7b16c2847ce18765ca6f4e1;ffd1c5e7f3ae3974dbb818e03f6ea24a	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		165-B-8X		12/20/19			PAIRED	R16-092_H5TJTBBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										60432464	SRR10738266	R16-092_H5TJTBBXX_S16_L003_R1_001.fastq.gz		SAMN13618483	R16-092_H5TJTBBXX			R16-092		R16-092				ROSETTE	ROSETTE						Homo sapiens	SRS5860831	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/066/SRR10738266	4689523954	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/066/SRR10738266	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/066/SRR10738266	cb0898899ee6853f8dadb1939137ea65		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
SAMN13618491				12081038442				165-B-6X	ROSETTE	SUB6698577														Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ROSETTE								FALSE	SRX7413970	R16-100_H5TJTBBXX	Illumina HiSeq 3000 sequencing; RNA-seq of human iPSCs: ROSETTE		fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/057/SRR10738257/SRR10738257_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR107/057/SRR10738257/SRR10738257_2.fastq.gz	2993941011;3408497004	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/057/SRR10738257/SRR10738257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/057/SRR10738257/SRR10738257_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/057/SRR10738257/SRR10738257_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR107/057/SRR10738257/SRR10738257_2.fastq.gz	a54c7e21021453de94fa6c64f4fd986e;f7cd8bf2232193bdf2cfc35b0c41fcd2	12/20/19	12/20/19	FALSE											Illumina HiSeq 3000	ILLUMINA		165-B-6X		12/20/19			PAIRED	R16-100_H5TJTBBXX	cDNA	TRANSCRIPTOMIC	RNA-Seq										59807121	SRR10738257	R16-100_H5TJTBBXX_S29_L005_R1_001.fastq.gz		SAMN13618491	R16-100_H5TJTBBXX			R16-100		R16-100				ROSETTE	ROSETTE						Homo sapiens	SRS5860838	SRP238174				male		fasp.sra.ebi.ac.uk:/vol1/srr/SRR107/057/SRR10738257	4667488422	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/057/SRR10738257	ftp.sra.ebi.ac.uk/vol1/srr/SRR107/057/SRR10738257	62c2c0577c93ab0e898c7ef8a6a3863b		PRJNA596331	PRJNA596331	Dissecting transcriptomic signatures of neuronal differentiation and maturation using iPSCs			SRA1014248									male		9606					SKIN FIBROBLASTS	
